appid,review_score,review_score_desc,total_reviews
2695940,6,Mostly Positive,4066
3892760,0,No user reviews,0
2630,8,Very Positive,3835
234777,0,6 user reviews,6
814370,8,Very Positive,4741
1140150,9,Overwhelmingly Positive,579
1182900,8,Very Positive,6688
1259980,8,Very Positive,2614
1377580,0,No user reviews,0
2375550,9,Overwhelmingly Positive,4574
2485460,0,No user reviews,0
2552450,8,Very Positive,1105
363110,5,Mixed,13
383150,8,Very Positive,8838
444640,8,Very Positive,258
909080,8,Very Positive,295
1619750,9,Overwhelmingly Positive,1528
3000030,6,Mostly Positive,146
3579220,0,No user reviews,0
388410,6,Mostly Positive,4655
600750,0,3 user reviews,3
3697830,0,No user reviews,0
1335830,8,Very Positive,3004
1474700,0,No user reviews,0
1674010,0,No user reviews,0
2161440,8,Very Positive,352
2433470,0,No user reviews,0
3760020,0,No user reviews,0
40700,8,Very Positive,4546
3691330,0,No user reviews,0
427290,6,Mostly Positive,8343
541570,9,Overwhelmingly Positive,8448
2591410,5,Mixed,353
3467040,8,Very Positive,307
3810040,0,No user reviews,0
1284210,8,Very Positive,280
532210,8,Very Positive,8825
966610,6,Mostly Positive,319
1138190,0,No user reviews,0
1222800,0,No user reviews,0
1279510,7,Positive,11
692850,8,Very Positive,10788
908520,9,Overwhelmingly Positive,1660
1342330,8,Very Positive,2059
1839950,8,Very Positive,1709
2288630,8,Very Positive,346
3815860,0,No user reviews,0
578330,8,Very Positive,3246
2519830,0,No user reviews,0
2936310,0,No user reviews,0
3042190,6,Mostly Positive,418
3216040,7,Positive,19
385770,7,Positive,27
960910,8,Very Positive,4958
979110,8,Very Positive,5024
1020790,5,Mixed,1227
2310160,5,Mixed,88
1392960,8,Very Positive,778
1869590,0,No user reviews,0
2315690,6,Mostly Positive,3923
628890,5,Mixed,83
861650,8,Very Positive,9219
2155180,6,Mostly Positive,1066
2229870,8,Very Positive,890
2719030,8,Very Positive,468
48220,4,Mostly Negative,3843
206480,8,Very Positive,60
246900,8,Very Positive,10127
567630,0,8 user reviews,8
653530,9,Overwhelmingly Positive,16881
1128860,5,Mixed,2187
1522820,8,Very Positive,4828
1649730,8,Very Positive,171
2253720,0,No user reviews,0
3697240,8,Very Positive,65
225840,8,Very Positive,119
747660,8,Very Positive,35870
752590,8,Very Positive,20360
1201540,8,Very Positive,1523
1583230,8,Very Positive,11986
3028310,8,Very Positive,1232
217200,8,Very Positive,3510
1017100,0,No user reviews,0
1943730,6,Mostly Positive,327
2291340,9,Overwhelmingly Positive,625
332950,8,Very Positive,565
378760,0,No user reviews,0
2235200,8,Very Positive,240
980610,0,No user reviews,0
451340,5,Mixed,6949
3589510,8,Very Positive,158
24200,6,Mostly Positive,116
214510,8,Very Positive,4659
327400,9,Overwhelmingly Positive,627
1099410,6,Mostly Positive,1669
1162750,9,Overwhelmingly Positive,4454
1307550,8,Very Positive,7299
2141300,0,No user reviews,0
2296990,8,Very Positive,1117
2449710,0,No user reviews,0
2706300,6,Mostly Positive,241
3181220,8,Very Positive,54
3360380,0,No user reviews,0
312450,8,Very Positive,364
1036950,7,Positive,25
1177980,9,Overwhelmingly Positive,5836
3160090,7,Positive,21
3285700,0,No user reviews,0
599390,0,No user reviews,0
692890,9,Overwhelmingly Positive,12934
1239020,5,Mixed,443
1592190,6,Mostly Positive,13418
2056900,0,1 user reviews,1
2168680,8,Very Positive,4163
2347080,6,Mostly Positive,271
3059070,8,Very Positive,3341
3227590,0,No user reviews,0
3533100,8,Very Positive,400
3755860,8,Very Positive,924
204100,8,Very Positive,22674
731490,8,Very Positive,6876
871720,0,6 user reviews,6
1692080,7,Positive,20
1755920,0,No user reviews,0
2530490,8,Very Positive,336
2818260,5,Mixed,591
2821800,8,Very Positive,688
418240,9,Overwhelmingly Positive,8878
640890,7,Positive,23
981600,0,No user reviews,0
1028630,8,Very Positive,3819
1157390,8,Very Positive,3168
1567440,9,Overwhelmingly Positive,821
2853590,8,Very Positive,2057
32370,8,Very Positive,21538
238010,8,Very Positive,12973
482920,6,Mostly Positive,11
613830,8,Very Positive,6191
1330430,8,Very Positive,150
1701520,8,Very Positive,1216
2553870,8,Very Positive,878
3407390,8,Very Positive,669
40960,8,Very Positive,2072
222440,9,Overwhelmingly Positive,948
611790,8,Very Positive,6175
666860,0,No user reviews,0
1170970,0,No user reviews,0
2208570,8,Very Positive,1053
2279730,0,No user reviews,0
2725260,9,Overwhelmingly Positive,3822
2797340,8,Very Positive,129
3916150,0,No user reviews,0
362620,8,Very Positive,5321
211500,8,Very Positive,667
2412960,0,No user reviews,0
789100,0,No user reviews,0
1144170,0,1 user reviews,1
1605220,6,Mostly Positive,7006
2739600,0,No user reviews,0
33930,8,Very Positive,8717
206420,8,Very Positive,23210
238090,6,Mostly Positive,6872
350080,8,Very Positive,8575
680420,5,Mixed,30348
825630,8,Very Positive,1454
1395520,9,Overwhelmingly Positive,588
1651560,8,Very Positive,3118
3372980,9,Overwhelmingly Positive,5033
736260,9,Overwhelmingly Positive,11506
1141020,0,No user reviews,0
1426450,6,Mostly Positive,5118
1465470,6,Mostly Positive,1438
1763250,8,Very Positive,1936
2021910,0,No user reviews,0
2085540,9,Overwhelmingly Positive,2806
2138610,8,Very Positive,811
3498270,8,Very Positive,132
1462810,6,Mostly Positive,652
1496790,6,Mostly Positive,10883
1879330,8,Very Positive,454
2093940,0,No user reviews,0
2132850,9,Overwhelmingly Positive,5895
2461280,6,Mostly Positive,594
2897610,8,Very Positive,53
38410,8,Very Positive,8244
678800,0,No user reviews,0
758370,8,Very Positive,914
986130,8,Very Positive,10153
1983710,8,Very Positive,148
2501600,9,Overwhelmingly Positive,1378
3066060,0,No user reviews,0
324080,8,Very Positive,2954
374280,5,Mixed,482
848480,9,Overwhelmingly Positive,3669
1073440,8,Very Positive,3150
1545450,9,Overwhelmingly Positive,2519
2151290,9,Overwhelmingly Positive,1230
2370000,8,Very Positive,279
2374670,6,Mostly Positive,51
40100,8,Very Positive,4860
236430,8,Very Positive,14858
736220,6,Mostly Positive,11589
755800,0,No user reviews,0
761830,8,Very Positive,1795
872200,7,Positive,42
898750,8,Very Positive,1497
3591040,8,Very Positive,91
2334730,8,Very Positive,13473
3247750,8,Very Positive,2114
3480,9,Overwhelmingly Positive,9044
553850,8,Very Positive,594812
495910,6,Mostly Positive,55
1164940,8,Very Positive,10123
1206610,8,Very Positive,957
1671200,0,No user reviews,0
1957780,6,Mostly Positive,7086
2424010,8,Very Positive,1043
2560240,8,Very Positive,69
4019420,0,No user reviews,0
225640,6,Mostly Positive,1117
2060280,8,Very Positive,349
531640,8,Very Positive,145
1108270,0,No user reviews,0
1477590,8,Very Positive,421
1621540,6,Mostly Positive,125
2415010,8,Very Positive,249
633320,0,No user reviews,0
3616890,0,No user reviews,0
1526900,8,Very Positive,810
280220,9,Overwhelmingly Positive,3172
292990,6,Mostly Positive,51
1044620,9,Overwhelmingly Positive,802
1606340,8,Very Positive,1058
1708850,5,Mixed,2696
3633250,5,Mixed,45
40390,6,Mostly Positive,986
202970,8,Very Positive,11853
241260,8,Very Positive,2189
367670,8,Very Positive,1331
410980,9,Overwhelmingly Positive,1193
606880,6,Mostly Positive,10302
628060,6,Mostly Positive,71
1295500,8,Very Positive,2906
1588530,8,Very Positive,1708
3585800,6,Mostly Positive,788
491540,5,Mixed,1499
579180,8,Very Positive,2178
1054510,8,Very Positive,1501
1532200,9,Overwhelmingly Positive,1775
1870300,7,Positive,19
2111630,6,Mostly Positive,187
2371630,0,No user reviews,0
3009140,0,3 user reviews,3
423580,8,Very Positive,2185
1416310,0,2 user reviews,2
1121640,8,Very Positive,3326
1699480,8,Very Positive,984
1860510,6,Mostly Positive,1914
2356780,8,Very Positive,1786
2581700,8,Very Positive,354
2988300,8,Very Positive,169
306020,8,Very Positive,7265
1025440,8,Very Positive,528
2396910,0,No user reviews,0
2772560,0,No user reviews,0
3545990,8,Very Positive,155
736590,5,Mixed,17
758690,6,Mostly Positive,1101
1330460,8,Very Positive,2722
1602000,8,Very Positive,258
2067850,0,No user reviews,0
2229880,8,Very Positive,678
2325930,0,No user reviews,0
2464280,8,Very Positive,370
2899050,9,Overwhelmingly Positive,778
3195790,9,Overwhelmingly Positive,4383
3417410,6,Mostly Positive,34
429050,8,Very Positive,11750
742420,5,Mixed,2663
1351240,5,Mixed,1188
1549970,8,Very Positive,13779
1723780,8,Very Positive,771
2144740,8,Very Positive,2938
2285550,8,Very Positive,249
2824490,8,Very Positive,1668
40950,8,Very Positive,2884
897630,5,Mixed,29
944770,5,Mixed,32
1604380,7,Positive,15
2013240,7,Positive,10
3295360,0,4 user reviews,4
3772580,0,No user reviews,0
15620,8,Very Positive,4384
3407390,8,Very Positive,669
324160,9,Overwhelmingly Positive,1887
830640,8,Very Positive,133
1009560,6,Mostly Positive,3580
1173370,7,Positive,17
1292940,9,Overwhelmingly Positive,1720
1929610,8,Very Positive,9825
1931770,9,Overwhelmingly Positive,10801
2649970,8,Very Positive,878
2750080,5,Mixed,406
2985630,0,No user reviews,0
3731020,7,Positive,25
3062740,0,No user reviews,0
3473500,0,No user reviews,0
3867950,0,No user reviews,0
502400,5,Mixed,56
538680,8,Very Positive,3365
1161580,8,Very Positive,15410
1424330,9,Overwhelmingly Positive,10578
1442430,8,Very Positive,1332
1858630,6,Mostly Positive,747
2217000,6,Mostly Positive,5132
3915140,7,Positive,14
8190,8,Very Positive,18711
871980,8,Very Positive,1650
1850570,8,Very Positive,16470
2096600,8,Very Positive,1698
2680550,6,Mostly Positive,1270
3332600,7,Positive,47
3650160,0,No user reviews,0
45760,8,Very Positive,4988
220440,8,Very Positive,6405
831560,8,Very Positive,883
835960,8,Very Positive,7955
1173820,8,Very Positive,2671
1253920,8,Very Positive,7522
1588010,6,Mostly Positive,4203
1638220,7,Positive,45
2073250,8,Very Positive,2212
2796010,7,Positive,16
2909110,8,Very Positive,7684
2909580,7,Positive,17
3957630,0,No user reviews,0
437350,5,Mixed,46
544750,8,Very Positive,5539
633230,8,Very Positive,17479
770810,8,Very Positive,2080
1641700,8,Very Positive,112
2211170,8,Very Positive,602
2226280,0,No user reviews,0
3287520,8,Very Positive,1320
110800,8,Very Positive,15013
201870,8,Very Positive,5941
257420,8,Very Positive,4910
339340,6,Mostly Positive,4234
488860,9,Overwhelmingly Positive,8854
2350790,0,3 user reviews,3
1266540,5,Mixed,1329
1571200,0,No user reviews,0
1850510,6,Mostly Positive,1329
2098510,8,Very Positive,57
2292800,8,Very Positive,882
2950340,8,Very Positive,500
99910,5,Mixed,13
850190,9,Overwhelmingly Positive,4513
301120,8,Very Positive,849
593600,5,Mixed,3152
666150,8,Very Positive,2791
838380,6,Mostly Positive,1653
2753900,8,Very Positive,2017
996580,8,Very Positive,8451
1236720,8,Very Positive,978
1511630,8,Very Positive,742
2144600,0,No user reviews,0
3761580,0,1 user reviews,1
450540,9,Overwhelmingly Positive,18795
532110,9,Overwhelmingly Positive,1630
1139940,8,Very Positive,930
744190,8,Very Positive,1114
768200,8,Very Positive,4062
799240,0,No user reviews,0
837470,9,Overwhelmingly Positive,9479
1265920,8,Very Positive,3332
1566690,6,Mostly Positive,2501
1715130,6,Mostly Positive,3174
1895880,8,Very Positive,6274
1941000,0,No user reviews,0
1960270,8,Very Positive,578
10,9,Overwhelmingly Positive,33646
3282390,8,Very Positive,135
2987860,0,No user reviews,0
3371510,7,Positive,21
285900,8,Very Positive,23469
647830,8,Very Positive,2718
2510960,8,Very Positive,886
816340,8,Very Positive,1570
885570,0,8 user reviews,8
1177970,0,No user reviews,0
1250790,0,No user reviews,0
1696440,8,Very Positive,1259
3067890,8,Very Positive,77
3330280,0,1 user reviews,1
320,8,Very Positive,4477
315210,5,Mixed,7238
397350,9,Overwhelmingly Positive,1191
1245560,9,Overwhelmingly Positive,2278
1388590,9,Overwhelmingly Positive,3538
875210,5,Mixed,165
1643310,8,Very Positive,1102
1868180,8,Very Positive,327
2138250,0,No user reviews,0
2814860,0,No user reviews,0
313160,8,Very Positive,4157
359390,8,Very Positive,2099
482400,8,Very Positive,7219
587520,6,Mostly Positive,1452
650760,6,Mostly Positive,166
700600,5,Mixed,7344
797430,0,No user reviews,0
1444480,8,Very Positive,2525
1700270,8,Very Positive,438
2361680,5,Mixed,117
2427430,5,Mixed,526
3062030,0,No user reviews,0
3244210,8,Very Positive,308
3265060,8,Very Positive,287
3293010,9,Overwhelmingly Positive,2513
3731800,0,No user reviews,0
247080,9,Overwhelmingly Positive,12329
738540,8,Very Positive,1691
1262240,6,Mostly Positive,3246
1577120,8,Very Positive,6925
2140330,5,Mixed,7072
2175540,8,Very Positive,339
2321430,0,No user reviews,0
2530980,8,Very Positive,303
2749770,9,Overwhelmingly Positive,1128
2996990,0,No user reviews,0
226860,6,Mostly Positive,6550
251290,9,Overwhelmingly Positive,2548
374040,8,Very Positive,4730
427100,5,Mixed,1359
628080,5,Mixed,26
897450,6,Mostly Positive,2901
976590,6,Mostly Positive,1086
1041720,6,Mostly Positive,4104
1084520,0,No user reviews,0
1230140,9,Overwhelmingly Positive,880
1275890,9,Overwhelmingly Positive,5776
1286580,8,Very Positive,2026
1372810,8,Very Positive,1133
2457220,6,Mostly Positive,8108
2608270,9,Overwhelmingly Positive,2100
3022740,0,No user reviews,0
1546990,6,Mostly Positive,2049
248170,8,Very Positive,754
352400,8,Very Positive,3242
794600,0,2 user reviews,2
823130,8,Very Positive,10747
1278480,5,Mixed,17
1718870,9,Overwhelmingly Positive,4105
2307350,8,Very Positive,2648
2479830,0,No user reviews,0
2786680,9,Overwhelmingly Positive,1055
3044740,8,Very Positive,164
3449850,0,4 user reviews,4
3841970,7,Positive,19
222480,6,Mostly Positive,3581
276810,6,Mostly Positive,4615
342940,8,Very Positive,2149
843660,0,No user reviews,0
884660,0,3 user reviews,3
1126320,9,Overwhelmingly Positive,6491
1150640,8,Very Positive,2208
1745200,0,No user reviews,0
2324090,7,Positive,23
3259600,8,Very Positive,116
3543890,0,9 user reviews,9
575720,0,No user reviews,0
667970,9,Overwhelmingly Positive,15943
1638240,0,No user reviews,0
683320,9,Overwhelmingly Positive,25717
992300,8,Very Positive,2313
1396240,0,No user reviews,0
1618290,8,Very Positive,78
3192310,0,7 user reviews,7
3347820,0,No user reviews,0
3365040,0,2 user reviews,2
32440,9,Overwhelmingly Positive,13987
694320,0,No user reviews,0
690790,8,Very Positive,17722
330020,8,Very Positive,7161
589530,8,Very Positive,552
900040,6,Mostly Positive,1389
1029550,6,Mostly Positive,228
1105500,8,Very Positive,3454
1205970,6,Mostly Positive,2263
1275350,0,No user reviews,0
1359090,6,Mostly Positive,16434
1546970,5,Mixed,1947
1801110,9,Overwhelmingly Positive,4243
1874490,8,Very Positive,4912
2590150,0,No user reviews,0
3471800,7,Positive,36
3496000,8,Very Positive,657
24720,8,Very Positive,3825
443110,0,5 user reviews,5
445310,5,Mixed,587
809230,8,Very Positive,1099
1660061,0,No user reviews,0
1469610,8,Very Positive,2059
1803580,0,No user reviews,0
1956740,0,No user reviews,0
2109460,8,Very Positive,1021
3066230,0,No user reviews,0
314000,6,Mostly Positive,269
423580,8,Very Positive,2185
546090,8,Very Positive,259
761620,8,Very Positive,996
979710,8,Very Positive,427
1894430,8,Very Positive,1657
2358050,0,No user reviews,0
2445660,0,No user reviews,0
3609170,0,No user reviews,0
285160,6,Mostly Positive,2095
289520,5,Mixed,386
397340,8,Very Positive,6751
734750,0,No user reviews,0
757320,8,Very Positive,2444
978300,5,Mixed,1838
1541370,8,Very Positive,206
1686940,9,Overwhelmingly Positive,14413
1716120,8,Very Positive,775
2686630,8,Very Positive,643
2824880,0,No user reviews,0
63910,8,Very Positive,443
265550,6,Mostly Positive,5724
341940,8,Very Positive,9201
790710,5,Mixed,29
942970,8,Very Positive,2686
1001270,8,Very Positive,1374
1539140,9,Overwhelmingly Positive,1050
1883000,7,Positive,30
2088570,9,Overwhelmingly Positive,7247
2396990,8,Very Positive,156
2582140,5,Mixed,418
2651440,8,Very Positive,50
2656540,8,Very Positive,67
2827230,6,Mostly Positive,1803
3165830,8,Very Positive,182
3706960,8,Very Positive,59
57690,8,Very Positive,4914
213610,8,Very Positive,16421
368340,8,Very Positive,9588
641320,8,Very Positive,8349
17410,8,Very Positive,14542
803600,8,Very Positive,1657
990630,9,Overwhelmingly Positive,4755
1436700,8,Very Positive,740
1547890,8,Very Positive,2064
1653970,7,Positive,11
1442670,0,No user reviews,0
3079150,0,No user reviews,0
3083200,0,No user reviews,0
3436370,7,Positive,14
25900,8,Very Positive,883
462780,8,Very Positive,3933
1708850,5,Mixed,2696
1097840,6,Mostly Positive,8154
1134700,5,Mixed,408
1203190,6,Mostly Positive,2410
1277930,8,Very Positive,476
2716400,9,Overwhelmingly Positive,2162
2751000,8,Very Positive,2348
2825530,8,Very Positive,315
1098770,8,Very Positive,483
3257000,0,No user reviews,0
3454010,0,No user reviews,0
201230,5,Mixed,17
375950,8,Very Positive,91
927330,0,No user reviews,0
763890,9,Overwhelmingly Positive,11429
991270,8,Very Positive,1771
1215390,9,Overwhelmingly Positive,4603
1421250,8,Very Positive,688
1434480,7,Positive,37
1620730,8,Very Positive,1209
1648390,8,Very Positive,1333
2180600,0,No user reviews,0
2540100,0,No user reviews,0
2564350,0,No user reviews,0
2885870,9,Overwhelmingly Positive,1144
2891020,8,Very Positive,219
2054970,5,Mixed,42305
2054970,5,Mixed,42305
3099640,8,Very Positive,325
3716600,8,Very Positive,9630
203350,6,Mostly Positive,377
503270,7,Positive,35
808290,0,3 user reviews,3
1244090,8,Very Positive,5944
1989270,9,Overwhelmingly Positive,19606
2346410,8,Very Positive,180
2427420,5,Mixed,487
2719940,8,Very Positive,146
2672820,7,Positive,12
3075700,0,No user reviews,0
3114470,0,No user reviews,0
3255860,0,7 user reviews,7
3410180,8,Very Positive,495
313690,8,Very Positive,2988
1066780,8,Very Positive,9781
757210,8,Very Positive,596
914620,6,Mostly Positive,7093
1084020,8,Very Positive,1072
1289810,8,Very Positive,1551
1832610,0,No user reviews,0
2232880,7,Positive,15
2597080,8,Very Positive,248
2707070,6,Mostly Positive,99
1251640,8,Very Positive,83
3076350,0,No user reviews,0
3282390,8,Very Positive,135
3669060,0,No user reviews,0
2990,9,Overwhelmingly Positive,3897
2427420,5,Mixed,487
1059990,9,Overwhelmingly Positive,6827
1088790,8,Very Positive,2362
1129190,8,Very Positive,378
1189630,8,Very Positive,681
1198090,8,Very Positive,1409
1388880,9,Overwhelmingly Positive,9723
2294730,8,Very Positive,232
2389120,0,No user reviews,0
2782530,0,No user reviews,0
3060250,8,Very Positive,209
3335120,8,Very Positive,94
3335120,8,Very Positive,94
3109580,8,Very Positive,252
4021860,0,No user reviews,0
288470,8,Very Positive,7913
443810,6,Mostly Positive,2817
829110,8,Very Positive,2456
937380,0,No user reviews,0
985890,8,Very Positive,6739
1104280,8,Very Positive,3018
1278060,0,3 user reviews,3
1621310,8,Very Positive,362
1892030,8,Very Positive,1694
1902690,8,Very Positive,1176
2218400,8,Very Positive,446
2274620,8,Very Positive,1019
2376170,0,1 user reviews,1
2540630,0,No user reviews,0
2564520,8,Very Positive,234
2732980,0,No user reviews,0
2981220,8,Very Positive,311
3613270,6,Mostly Positive,88
3882350,0,No user reviews,0
4013610,0,No user reviews,0
245620,6,Mostly Positive,4735
614910,8,Very Positive,197
707710,0,No user reviews,0
774861,8,Very Positive,4727
1201230,8,Very Positive,858
1280780,6,Mostly Positive,2206
2995920,9,Overwhelmingly Positive,43049
1848520,8,Very Positive,169
1702330,6,Mostly Positive,1050
1862520,8,Very Positive,336
1966900,8,Very Positive,12377
1998340,8,Very Positive,246
2077750,0,2 user reviews,2
3123410,6,Mostly Positive,548
3617620,8,Very Positive,288
3916620,0,1 user reviews,1
1151340,6,Mostly Positive,40804
3708010,0,No user reviews,0
285190,5,Mixed,7518
292730,5,Mixed,8971
324800,8,Very Positive,8577
383180,6,Mostly Positive,2338
405900,8,Very Positive,2545
718850,6,Mostly Positive,2731
720620,8,Very Positive,3131
813230,9,Overwhelmingly Positive,12104
1096710,0,No user reviews,0
1967630,8,Very Positive,1642
2067920,8,Very Positive,3713
2096610,8,Very Positive,1286
1235721,5,Mixed,372
2495980,0,No user reviews,0
2961880,8,Very Positive,3020
3043710,0,No user reviews,0
3070830,0,No user reviews,0
3125030,0,No user reviews,0
3136330,8,Very Positive,146
3920,8,Very Positive,4455
41070,8,Very Positive,5766
1178790,6,Mostly Positive,214
1442530,6,Mostly Positive,198
1769170,8,Very Positive,702
1796470,8,Very Positive,6105
1811950,8,Very Positive,171
2430830,0,No user reviews,0
2713690,8,Very Positive,267
3004140,7,Positive,18
3056370,0,No user reviews,0
2062430,9,Overwhelmingly Positive,7134
3151380,8,Very Positive,318
3367500,7,Positive,15
3503440,9,Overwhelmingly Positive,898
283640,8,Very Positive,6997
341800,9,Overwhelmingly Positive,7757
356500,8,Very Positive,2472
570780,6,Mostly Positive,109
895870,9,Overwhelmingly Positive,11113
1843760,8,Very Positive,4224
1915510,8,Very Positive,141
1928980,6,Mostly Positive,9990
1985820,5,Mixed,1311
2190220,8,Very Positive,383
2626940,0,No user reviews,0
2626940,0,No user reviews,0
612140,7,Positive,13
3061500,0,No user reviews,0
3453970,5,Mixed,97
3453970,5,Mixed,97
2501600,9,Overwhelmingly Positive,1378
3153440,0,No user reviews,0
3217600,0,No user reviews,0
3301040,5,Mixed,23
3866730,0,No user reviews,0
21000,8,Very Positive,5697
48240,5,Mixed,6807
253900,8,Very Positive,841
366090,8,Very Positive,5681
366220,6,Mostly Positive,1443
460950,9,Overwhelmingly Positive,21983
913550,7,Positive,15
1191420,0,No user reviews,0
1658040,8,Very Positive,1905
2273420,8,Very Positive,1634
2704110,8,Very Positive,257
3058700,0,No user reviews,0
3917030,0,No user reviews,0
3064610,0,No user reviews,0
3720820,6,Mostly Positive,49
3067050,0,No user reviews,0
3071740,0,No user reviews,0
3174480,0,No user reviews,0
3319980,8,Very Positive,91
3472550,7,Positive,12
3548520,8,Very Positive,178
3586060,8,Very Positive,57
95400,8,Very Positive,1210
262410,6,Mostly Positive,141
477740,8,Very Positive,3667
688420,8,Very Positive,5091
858820,6,Mostly Positive,6668
1238040,8,Very Positive,3800
1264710,8,Very Positive,712
1337520,8,Very Positive,16484
1712830,0,No user reviews,0
1721110,8,Very Positive,2245
1895630,8,Very Positive,159
1931180,5,Mixed,1796
1989070,8,Very Positive,318
1989070,8,Very Positive,318
2464530,9,Overwhelmingly Positive,1122
3097670,0,No user reviews,0
3669720,0,No user reviews,0
441960,0,1 user reviews,1
460920,8,Very Positive,11935
1458100,8,Very Positive,3687
1724190,7,Positive,33
1983260,8,Very Positive,1245
2238900,9,Overwhelmingly Positive,1830
2486740,8,Very Positive,2387
2487680,0,No user reviews,0
2570210,8,Very Positive,879
2834600,8,Very Positive,324
604140,5,Mixed,28
2438330,8,Very Positive,113
6060,8,Very Positive,34493
99900,6,Mostly Positive,102
206440,9,Overwhelmingly Positive,18820
394690,8,Very Positive,10105
404410,8,Very Positive,67
460790,8,Very Positive,9876
914710,8,Very Positive,1864
1003590,8,Very Positive,5235
1034140,8,Very Positive,5247
1069650,6,Mostly Positive,1214
1218210,8,Very Positive,2915
1436990,8,Very Positive,219
1568400,0,No user reviews,0
1689620,6,Mostly Positive,2396
1810580,8,Very Positive,215
2451100,8,Very Positive,595
2668430,8,Very Positive,382
3064950,0,No user reviews,0
4124780,0,No user reviews,0
48000,8,Very Positive,12277
319510,8,Very Positive,30998
517790,8,Very Positive,1143
971620,8,Very Positive,363
1436163,0,No user reviews,0
1308700,8,Very Positive,120
1332720,8,Very Positive,2179
1372280,8,Very Positive,5058
2828500,0,No user reviews,0
3010230,0,No user reviews,0
3013470,0,No user reviews,0
1621540,6,Mostly Positive,125
2682580,6,Mostly Positive,1218
2682580,6,Mostly Positive,1218
1714530,6,Mostly Positive,37
2054970,5,Mixed,42305
2054970,5,Mixed,42305
2923390,8,Very Positive,427
3077280,0,No user reviews,0
3077360,0,No user reviews,0
307690,9,Overwhelmingly Positive,27091
3085950,0,No user reviews,0
3418570,8,Very Positive,69
115320,6,Mostly Positive,4149
351030,8,Very Positive,283
860233,0,1 user reviews,1
383980,9,Overwhelmingly Positive,26952
566050,9,Overwhelmingly Positive,1070
753420,8,Very Positive,2447
2754380,9,Overwhelmingly Positive,3192
1173810,8,Very Positive,1224
1196310,6,Mostly Positive,563
1225570,6,Mostly Positive,2402
1244800,8,Very Positive,1656
1408610,6,Mostly Positive,2986
3553110,8,Very Positive,56
1512940,5,Mixed,36
1608070,8,Very Positive,3236
1850740,8,Very Positive,3022
2342950,8,Very Positive,2109
3003460,7,Positive,25
2535670,8,Very Positive,119
3222960,0,No user reviews,0
3352180,0,No user reviews,0
3555700,0,No user reviews,0
3981120,0,No user reviews,0
261030,9,Overwhelmingly Positive,12537
343780,8,Very Positive,6856
476460,7,Positive,11
496300,8,Very Positive,4025
601360,0,3 user reviews,3
826630,6,Mostly Positive,5897
1161770,0,No user reviews,0
1265820,8,Very Positive,2272
2422870,0,1 user reviews,1
2477010,5,Mixed,549
2667960,0,No user reviews,0
2687400,6,Mostly Positive,282
2699240,0,No user reviews,0
2917350,6,Mostly Positive,201
3021530,7,Positive,15
1074030,8,Very Positive,147
1338330,8,Very Positive,1254
3684700,8,Very Positive,99
3820130,7,Positive,15
566540,8,Very Positive,509
866800,8,Very Positive,6084
951830,7,Positive,30
1240630,8,Very Positive,420
1252600,0,No user reviews,0
1281040,8,Very Positive,809
1313290,8,Very Positive,303
1434950,8,Very Positive,3977
1437860,0,5 user reviews,5
1536070,6,Mostly Positive,27
2644610,8,Very Positive,654
2773280,8,Very Positive,4044
2871440,9,Overwhelmingly Positive,910
3047030,0,No user reviews,0
3228240,5,Mixed,22
3067650,0,No user reviews,0
3244220,8,Very Positive,9671
3267910,0,No user reviews,0
3411730,8,Very Positive,153
3618760,0,No user reviews,0
3864220,0,No user reviews,0
50,9,Overwhelmingly Positive,12472
212070,5,Mixed,83
298610,5,Mixed,2268
406290,8,Very Positive,1364
564310,8,Very Positive,1652
612020,0,No user reviews,0
677120,8,Very Positive,4571
801800,6,Mostly Positive,2065
829420,0,No user reviews,0
973760,8,Very Positive,4444
1065310,6,Mostly Positive,4368
1137300,6,Mostly Positive,1473
1196630,8,Very Positive,1470
1380410,0,2 user reviews,2
1437840,0,6 user reviews,6
1597480,0,No user reviews,0
1869290,8,Very Positive,538
2305840,9,Overwhelmingly Positive,1045
2543510,6,Mostly Positive,98
2890830,6,Mostly Positive,1567
696170,8,Very Positive,1241
2080070,7,Positive,10
3077780,0,No user reviews,0
3102030,0,No user reviews,0
3185890,7,Positive,17
3894640,0,No user reviews,0
3978130,0,No user reviews,0
6800,8,Very Positive,1190
10680,8,Very Positive,7717
12320,6,Mostly Positive,1185
204340,8,Very Positive,3198
447530,9,Overwhelmingly Positive,11690
459220,8,Very Positive,5566
987840,8,Very Positive,2809
1079260,9,Overwhelmingly Positive,2678
1157700,8,Very Positive,432
1372530,8,Very Positive,1693
3312220,0,6 user reviews,6
2200780,8,Very Positive,2585
2308870,0,No user reviews,0
2351560,8,Very Positive,683
2361770,8,Very Positive,836
2428730,0,No user reviews,0
3059840,0,No user reviews,0
2175540,8,Very Positive,339
3068320,0,No user reviews,0
3084280,8,Very Positive,112
3093850,0,No user reviews,0
3325500,6,Mostly Positive,172
3575790,7,Positive,32
3850320,0,No user reviews,0
47780,8,Very Positive,10877
253250,6,Mostly Positive,5776
290730,0,3 user reviews,3
375910,5,Mixed,2922
410320,9,Overwhelmingly Positive,5771
606280,6,Mostly Positive,4209
968790,8,Very Positive,563
1035510,8,Very Positive,282
1137750,8,Very Positive,568
1238820,5,Mixed,4771
